id,user_id,cart_id,offer_id,type,total_price,status,created_at,updated_at
36313674-0baf-4e85-9851-11786d23b107,d64549e0-a72f-4fdc-8df3-39ee2527287b,75c1d670-1a08-459f-8b00-f0f4c9f48967,113363.0,delivery,399.0,CONFIRMED,2024-12-30 14:49:23.236560,2024-12-30 14:49:23.236561
a2a1f8fc-c33c-4419-a0e8-ad5784f555eb,220924af-0688-4d12-8d13-8519e2aebf88,c108dcbc-015e-4934-8384-829fb8b0a7bb,891054.0,drive_thru,52.0,CONFIRMED,2024-12-30 14:49:24.837951,2024-12-30 14:49:24.837952
f7b5bde2-bfc1-4832-91bb-67c12f7448d4,85d6cfd2-dc91-4437-9121-8662c6fb5826,7fbe46a5-e503-44eb-b862-30da6b8a71cc,,delivery,1295.0,CONFIRMED,2024-12-30 14:49:33.095243,2024-12-30 14:49:33.095246
5f83ef45-ac01-4e4f-9c4c-cbaa0450768c,26985628-1529-4e3f-babb-05de0413dbde,92f2c3ce-3884-42d0-86c3-97fe26af95ab,,delivery,327.0,CONFIRMED,2024-12-30 14:49:43.332037,2024-12-30 14:49:43.332041
2c4ea384-ad20-48a9-91b5-516c5dd4ad53,1bdf32a5-580d-49f6-b655-c879313db086,19222dd0-7785-4b97-ac44-cc9ddfd67f13,407589.0,drive_thru,450.0,CONFIRMED,2024-12-30 14:49:44.199764,2024-12-30 14:49:44.199765
5ecc0b23-d7a5-429b-bfd7-54529761e9e3,e4b4e268-20cd-4e1f-a05e-3cf9364a73d6,46633f25-6938-4eda-a98f-266841958b1c,,delivery,1030.0,CONFIRMED,2024-12-30 14:49:57.972919,2024-12-30 14:49:57.972922
4fcbb21f-3ead-4670-9380-39ae77e0545c,c04a73f9-8777-4ff9-96b6-f91f265d86da,6311190b-3b5f-4e94-a2eb-3ec5e67632e6,836573.0,in_store,108.0,CONFIRMED,2024-12-30 14:50:06.858068,2024-12-30 14:50:06.858069
2f0b924a-1a21-4edb-b7c2-7e52314412e5,a1089126-3a4c-4547-b843-30ee1a5c99c1,27fd8ef2-ed33-45fb-9e6b-1e8ea3e76ac8,581568.0,delivery,151.0,CONFIRMED,2024-12-30 14:50:07.912288,2024-12-30 14:50:07.912289
ffd75f04-6dbe-41a2-a3c3-1020d03ed333,a23d311d-e20f-4905-a92d-88349695e7ee,ebc591eb-fe8a-4e89-92ce-49993a43a8bf,799474.0,delivery,1008.0,CONFIRMED,2024-12-30 14:50:09.116607,2024-12-30 14:50:09.116608
0c56fb03-f827-4de9-86a2-70a7f067d97c,eb409f53-83aa-44ee-9b4b-2a0a84164ffb,d2cb6081-5a38-4180-978e-9f18326f3427,,in_store,11.0,CONFIRMED,2024-12-30 14:50:16.560848,2024-12-30 14:50:16.560850
01605358-9795-45d1-a56e-9ec824b561fe,9b5c5955-bc19-48f7-8c7c-c50916d83269,7c966057-acfe-4e26-80ff-39ea45a55679,,delivery,88.0,CONFIRMED,2024-12-30 14:50:23.240825,2024-12-30 14:50:23.240828
075c0eaa-edae-4c5f-ab2c-e3ada1a242af,32011c25-2cea-4b0a-952f-c4d6537f1d9f,11f2a351-b9f4-4f2d-a6f7-af845bcada4c,371096.0,drive_thru,594.0,CONFIRMED,2024-12-30 14:50:34.318752,2024-12-30 14:50:34.318753
a92e8ab0-c76d-49b8-b191-c2ad53ce2d28,4a9210c6-c25b-498b-a011-05a49585b943,1e26f233-8a82-4356-a51c-97b674169622,585783.0,delivery,291.0,CONFIRMED,2024-12-30 14:50:46.199513,2024-12-30 14:50:46.199514
0d533c1e-79e1-4edd-b78e-2bcb91789c85,cbcf3834-9ca3-4111-9445-3b470d2539d5,62995530-d2ff-4758-81f6-ff5390db9dfd,644845.0,delivery,641.0,CONFIRMED,2024-12-30 14:50:46.377850,2024-12-30 14:50:46.377851
4ee0c6b6-bc6a-4896-99e9-52179d557e05,a7f7db90-5fa5-476c-a8f9-e887ca89f752,d7b9a385-5576-411a-ad6c-062309fd760a,556050.0,drive_thru,111.0,CONFIRMED,2024-12-30 14:50:54.034112,2024-12-30 14:50:54.034112
9dc254f0-5138-44ee-a623-ff35a856d205,05951009-bf79-4600-befe-0f7cea3a5d8e,7e0dedd1-632f-4412-b903-08334fd269ec,,delivery,106.0,CONFIRMED,2024-12-30 14:51:02.451092,2024-12-30 14:51:02.451094
6c42f621-f0bd-4460-bd82-b0001de0159b,86ad2a73-1cde-4a96-8217-76c9a91c2e1d,bb3d691e-581e-46f7-97b4-439b869e240a,,delivery,441.0,CONFIRMED,2024-12-30 14:51:12.089642,2024-12-30 14:51:12.089643
c03bfcee-b956-41b5-9ff9-13e9afb8d023,f7d26e4f-e7de-44d5-9b3f-e7b3dbe1f5de,b297b9bf-c9de-4f55-a2fc-02f23f19d4c6,,in_store,516.0,CONFIRMED,2024-12-30 14:51:23.180548,2024-12-30 14:51:23.180551
9f3dd467-d181-4ae0-ba5b-bc81d7440671,9342063a-5b79-4da2-8a6e-d303dae445a7,d7f79d5c-c3c7-4181-b498-233ff4ec5296,,drive_thru,815.0,CONFIRMED,2024-12-30 14:51:27.877071,2024-12-30 14:51:27.877073
d995b677-4e7e-4275-9732-b2ba74be69e4,20e574bb-5aec-437d-87c4-e62516b9fe5a,486302ac-df23-430d-a130-dcb061b8b57b,625876.0,drive_thru,82.0,CONFIRMED,2024-12-30 14:51:42.943840,2024-12-30 14:51:42.943840
51d00677-1e39-4d8f-b713-a4874d14cd94,34428f17-116b-403f-ba29-4534a6ab052a,5ea76f18-2077-4f28-b7b9-dad92748b61c,,drive_thru,730.0,CONFIRMED,2024-12-30 14:51:51.635657,2024-12-30 14:51:51.635660
b559e383-bbfb-4dc1-9a13-715c82201092,7f51dc58-728c-4c1a-8ad8-4bf470057b1c,4f28acdd-662d-41ec-9805-8e76c44ae6f6,991254.0,in_store,285.0,CONFIRMED,2024-12-30 14:51:59.816025,2024-12-30 14:51:59.816027
3ccb90b5-a46c-4280-87e3-99b889ba006d,16311562-fbaa-4b98-abb9-fc4726b870e3,84de6b58-e44b-4301-a3e7-3eec2e27e8d6,625153.0,delivery,431.0,CONFIRMED,2024-12-30 14:52:08.104974,2024-12-30 14:52:08.104976
74a90e96-400c-41de-ab8b-38585d3399b2,2230ccf2-fc47-4fef-b347-7f2e4af04697,0ec410b5-1782-4dea-aafc-a54ec04c18fa,565769.0,drive_thru,0.0,CONFIRMED,2024-12-30 14:52:16.345554,2024-12-30 14:52:16.345555
b9beb5e5-5ec5-4867-a8f7-c8a6d9ebb3cf,1e5ba5f7-b6c9-4eaf-ae1a-cd0c94309450,1b9aef54-4932-4440-8e64-cc6b24b7602f,313697.0,delivery,888.0,CONFIRMED,2024-12-30 14:52:28.984595,2024-12-30 14:52:28.984596
2d580505-48ed-43b9-9a83-0ed44197465d,4136abd3-09a3-48bd-8e5a-392915499e3a,fe2e28eb-8bc0-47b2-bc77-1b521bdf590a,170450.0,drive_thru,507.0,CONFIRMED,2024-12-30 14:52:29.883122,2024-12-30 14:52:29.883123
c9b99b04-ead6-447d-836d-713a3c2c41b8,348587f8-6a44-4ee1-9812-cf169dcf8571,4a9e5334-7759-4da6-b3ae-0fc4a725be21,,in_store,549.0,CONFIRMED,2024-12-30 14:52:37.636170,2024-12-30 14:52:37.636172
f2b432cd-a929-46d3-919d-11da42cfa087,6a7cc6b5-f804-4f0a-b38d-da241fe9cd7b,8ba07d10-6a26-4e54-a11b-e156a15142e7,522700.0,drive_thru,513.0,CONFIRMED,2024-12-30 14:52:48.038728,2024-12-30 14:52:48.038729
aeeb1f20-b11e-4973-baa4-4a09b410ae7e,1fdae3c2-f673-4aef-bae8-7699fdf8d927,d8af9b68-d24e-4937-8553-31b64b970eb9,371096.0,delivery,651.0,CONFIRMED,2024-12-30 14:52:56.612412,2024-12-30 14:52:56.612413
9c071a9c-66ff-47bf-a35d-208eba81aee1,412c072d-77e7-4fa8-b041-469459ce6da1,da7ddf63-9013-48a8-814b-53b3b73cc9cb,173681.0,delivery,128.0,CONFIRMED,2024-12-30 14:48:23.687804,2024-12-30 14:48:23.687804
24194318-ccf9-4ce6-b7c0-278833c7ac84,104c6212-2c1e-493f-b885-abebe84c5c85,57a13a4b-12bf-4e53-a9a2-f650e5c27936,891054.0,drive_thru,371.0,CONFIRMED,2024-12-30 14:48:33.027282,2024-12-30 14:48:33.027283
71360fca-132c-4552-93f1-4f3471543f2d,95b504bc-addd-4819-ba75-0d0565745565,5d23f519-5cde-4399-a270-43d5d81777d0,389120.0,delivery,1033.0,CONFIRMED,2024-12-30 14:48:33.406703,2024-12-30 14:48:33.406704
066b31d5-0b2b-49df-8e1b-3c125d861671,a8024ef0-d796-4084-a577-ef9aea48a21b,78eaa0d0-4fa2-4e62-adfb-a0cfc132893c,,drive_thru,965.0,CONFIRMED,2024-12-30 14:48:40.335441,2024-12-30 14:48:40.335444
61706a6a-073d-4eec-b805-71eafa479b35,813b1b18-e673-4c08-b972-7e03ec09c15e,019b82a2-e5e5-4263-8a63-de39a4129a68,,delivery,905.0,CONFIRMED,2024-12-30 14:48:47.343117,2024-12-30 14:48:47.343119
f9cee560-ac79-49b2-a992-e6417868f964,ae37ddb0-aa44-4701-a97c-160562fa1fa5,99981b5d-4c4b-42ed-b93d-be97c31e7df3,476393.0,delivery,531.0,CONFIRMED,2024-12-30 14:48:47.213069,2024-12-30 14:48:47.213070
ed841e6c-ea28-4b70-803a-62a9b9e44226,e257d0e6-42e2-4a51-8ebc-47e8ef204f61,72100555-a8c8-45d8-b381-f7df679d89e9,,delivery,77.0,CONFIRMED,2024-12-30 14:48:54.310211,2024-12-30 14:48:54.310214
f4d2c48e-d8be-4dc7-9c09-2afffd047fb7,4d4de7b3-444a-4575-8305-8461d26ed3d9,8095010f-3be9-425d-9ba6-174a879efde2,,delivery,560.0,CONFIRMED,2024-12-30 14:49:03.689869,2024-12-30 14:49:03.689873
c79e1620-01ce-4aac-a25d-2ffa61267a6f,ffde6a2b-06b4-44f8-8c2b-8ecef98c2d27,137d64ac-c112-4d30-a723-c295de17469c,586065.0,delivery,681.0,CONFIRMED,2024-12-30 14:49:14.107184,2024-12-30 14:49:14.107185
5f4a8dc6-7fe7-4407-bbf6-008536455488,60af4c08-49c0-4578-9d2d-ba6976c60662,fea10555-1802-4146-9049-98d1891580d6,625876.0,drive_thru,283.0,CONFIRMED,2024-12-30 14:49:21.600727,2024-12-30 14:49:21.600728
82ffa832-fa70-4130-a7f2-a02136060904,10b299e6-ed14-4f07-af49-ae73fe9788ac,b29e48d9-6fab-44b6-b568-033e13022e78,556050.0,in_store,74.0,CONFIRMED,2024-12-30 14:49:22.220560,2024-12-30 14:49:22.220561
10bcd652-79f7-4341-b406-96b6bc4c45c8,a34fa44c-c65f-4a52-83fd-446be6570879,eed0b1cc-a69c-4e03-aabb-2443345c3a40,734711.0,in_store,678.0,CONFIRMED,2024-12-30 14:49:23.273144,2024-12-30 14:49:23.273145
06275db1-8596-4e4a-b56a-66c4443c6a87,2ff7b831-37d8-40b1-9ae1-c989324cd182,7e4e5d42-65ff-487e-981c-cc9b189ea5a6,,in_store,360.0,CONFIRMED,2024-12-30 14:49:33.100608,2024-12-30 14:49:33.100610
80f7f5a8-bbd7-494c-8d3c-b6ffa11b6a50,389ae6ba-3ff8-47b3-9a4f-7616898cfd48,e7221a26-59ff-4001-ab16-335b59c912f9,644845.0,drive_thru,61.0,CONFIRMED,2024-12-30 14:49:43.429629,2024-12-30 14:49:43.429630
9fe31aa0-832c-428c-a10b-11501da76009,30ef6c23-d37c-4a07-acda-9f788d6ad52d,00c46aa2-cf5e-4993-9850-cedafe273dc4,976148.0,in_store,201.0,CONFIRMED,2024-12-30 14:49:45.501017,2024-12-30 14:49:45.501019
47cf81fe-c872-41c7-a520-b335408f9dec,cb95e0e4-d754-4d87-8789-dcc89775544d,cbbf3f1e-c3a6-47d1-98b3-5b30b08bc4ba,453894.0,delivery,671.0,CONFIRMED,2024-12-30 14:49:47.480020,2024-12-30 14:49:47.480020
26cc94ca-95d2-4f19-b34d-25b3ebe91cf6,c635b928-3c37-417b-b529-bf3c8d14ec07,bdb9c62b-0dc2-4fd3-b09d-00b7c2a90e92,246561.0,drive_thru,76.0,CONFIRMED,2024-12-30 14:49:48.506891,2024-12-30 14:49:48.506892
91b3c9b1-5265-42a6-bb74-73555fbe7bda,2ee6bc4c-ba48-4fc6-aae8-d15c4fb3abd3,7eddb707-96ba-49b2-9445-2826998bcfac,,delivery,1015.0,CONFIRMED,2024-12-30 14:49:58.030299,2024-12-30 14:49:58.030303
d061b326-47a3-4e7d-a3bf-a8c03ca01a59,dd30e29f-7deb-4d4e-be3f-125058da5831,9b3e720a-b33c-433e-84f9-ff886791a214,,in_store,1215.0,CONFIRMED,2024-12-30 14:50:07.335344,2024-12-30 14:50:07.335348
e9d313e9-e0c8-4c20-815f-1b4068227df6,7f73b3bf-2f72-4c0f-930d-d8e2320e3f1b,fe2d4a8a-a989-4625-8dff-90446445f407,734711.0,delivery,951.0,CONFIRMED,2024-12-30 14:50:07.490537,2024-12-30 14:50:07.490538
791ada4f-970e-424e-977b-7868f8ccf8b5,89b68d5e-a798-4250-87f0-8d0636cc0947,197b5c16-d6f9-44f6-8fc1-b5999b009bef,,in_store,180.0,CONFIRMED,2024-12-30 14:50:17.266922,2024-12-30 14:50:17.266927
eb29c5dc-0240-4e7b-83ef-29b38fe7cac1,66ca238c-6e17-48dd-977a-3e06065cefc6,a1c85190-ff88-4395-be6c-db28168cae91,135114.0,drive_thru,0.0,CONFIRMED,2024-12-30 14:50:18.216503,2024-12-30 14:50:18.216504
09898416-ecb2-43d5-ac34-b766cbfde927,dc50848f-86f8-4a71-8b12-70c1ba81b121,4e95998a-3ae1-4988-a97a-b409d5b9f276,394922.0,drive_thru,515.0,CONFIRMED,2024-12-30 14:50:19.838795,2024-12-30 14:50:19.838796
885930c7-ba5f-4bcb-8787-b699a9b85b39,56c7959a-a52e-461e-a8f9-ec967cbcf967,8acc4f73-b428-41de-ae6c-1e7b3189c28f,644845.0,drive_thru,66.0,CONFIRMED,2024-12-30 14:50:19.737539,2024-12-30 14:50:19.737540
bc27825a-edae-421d-88cb-c04f89dfdd69,f47bebf2-dc74-42bd-83a2-c2a096675dc8,1631fa77-9199-4716-a6f1-8be46244d9fc,150906.0,delivery,471.0,CONFIRMED,2024-12-30 14:50:23.714900,2024-12-30 14:50:23.714901
ba47731a-16b5-434a-813f-2e579e4431da,2b773cac-7c76-4f2a-9ff4-953005198af6,5295491f-ba61-485d-9647-0bb14ece7aac,991254.0,drive_thru,891.0,CONFIRMED,2024-12-30 14:50:34.630197,2024-12-30 14:50:34.630198
ce1a6434-d147-4845-8dc2-416fb04c4ffe,2208e026-a5e7-45b4-8625-53d684f55d59,48729bb8-0c89-45fa-bef2-a1b044d1d835,,drive_thru,955.0,CONFIRMED,2024-12-30 14:50:46.395281,2024-12-30 14:50:46.395284
b6e2da20-dcbf-48b2-9cf9-8295eca44fad,d218eeaf-5668-4ff5-9f4a-9b59b9915184,88b16f91-fee1-40aa-a59d-e66e93cc43b6,,delivery,480.0,CONFIRMED,2024-12-30 14:50:46.453761,2024-12-30 14:50:46.453765
f1b340f7-3fcb-4f8b-98f2-ce879744cdd4,7c18642a-a0c0-4dbb-8220-832783cb39b1,762437fb-eb7e-4f16-8f50-df22e99f819a,148599.0,drive_thru,903.0,CONFIRMED,2024-12-30 14:50:54.045029,2024-12-30 14:50:54.045029
ef7fa277-5308-4a12-8e50-c070f0cdde4a,b4086e8f-09ef-413e-bc8e-22ff49484e85,a0c50c68-ab97-4822-add0-e0a81d8bcb54,15979.0,delivery,163.0,CONFIRMED,2024-12-30 14:51:02.459656,2024-12-30 14:51:02.459656
0fd80ef4-1a8e-4b44-9c89-7c7ea9da904d,83e6100e-d9de-40f5-9874-db9ae7bc8001,e467a47f-a3f8-4ec4-829d-99391b836d0d,,drive_thru,600.0,CONFIRMED,2024-12-30 14:51:04.013182,2024-12-30 14:51:04.013186
6b4f6b15-3487-4b01-adfb-ca3c6bb85ac5,3e5db04f-4b81-4bdc-8a68-413b50fd9160,ebdd5ade-5495-4b14-841e-86ff3c978225,,drive_thru,86.0,CONFIRMED,2024-12-30 14:51:12.829331,2024-12-30 14:51:12.829335
1fa96110-1a41-4c1a-b504-00b4d20848b0,3971797a-7ef3-4b0b-bb50-ef8fcf498011,86bb6b00-fb82-49fe-8b44-8faa699f6c33,,delivery,975.0,CONFIRMED,2024-12-30 14:51:23.222953,2024-12-30 14:51:23.222957
e0c3660a-ecd3-4b2f-89b3-0918c7d87dea,e65ce562-7a50-4cab-8a2e-2c9dd9a09b0b,8fbbdf0f-cd10-4c5c-9482-2e632391dadf,308567.0,drive_thru,611.0,CONFIRMED,2024-12-30 14:51:28.379171,2024-12-30 14:51:28.379172
a250c1d4-737d-4a61-8975-a32deeda136e,5fc25629-b393-44ea-af1f-1ed8561985b5,b45144e5-cca1-43ee-83d0-3e1bd898df8e,633749.0,in_store,926.0,CONFIRMED,2024-12-30 14:51:43.173388,2024-12-30 14:51:43.173389
6504b181-fdb9-495e-8525-8db7321f185d,f186107d-0460-4f19-bdad-bb53e214cacd,f57371b8-ceb0-45b8-9eee-f9e26f3b26d8,,delivery,710.0,CONFIRMED,2024-12-30 14:51:49.173848,2024-12-30 14:51:49.173850
1de5af95-a05d-4762-a76a-835fe3a37be4,c4d55a94-fda5-4708-870b-5e0a3e64c110,1c693626-74f1-465c-9409-f7129667d1d3,891054.0,in_store,60.0,CONFIRMED,2024-12-30 14:51:52.038412,2024-12-30 14:51:52.038413
6d250bf7-3c1a-44d3-be7a-7c0f26c683cc,70d119e7-6861-4595-9e5f-bfaf35cfe76e,d78ce16f-82a4-46a5-855a-df8ba0bc141a,,delivery,1035.0,CONFIRMED,2024-12-30 14:52:00.462282,2024-12-30 14:52:00.462284
4238e117-98a1-457c-816f-2ca4e8c1cddd,71199bcf-6ca6-45f3-8828-eaa31283320a,87a177c3-6c95-4afb-9cb8-ecd1a036c4f9,,delivery,178.0,CONFIRMED,2024-12-30 14:52:00.595986,2024-12-30 14:52:00.595989
7ac1ebc9-012b-4825-ae95-2151798f495c,86c2fd51-3547-4b75-93be-2d9dc6d1d962,209b4c6b-f4a5-4b64-a1ef-dc1d78de31a5,874897.0,in_store,591.0,CONFIRMED,2024-12-30 14:52:09.086160,2024-12-30 14:52:09.086160
20a80a9c-b59f-4fdc-939c-05efe0ab658c,d7731e7f-4844-44a0-8133-19e5cd3209e2,fa757d2c-e936-4538-bf37-74f0dadaa318,,delivery,315.0,CONFIRMED,2024-12-30 14:52:18.505498,2024-12-30 14:52:18.505502
0194a939-1d86-4f2b-abf0-3ee333ebcc21,57fb1311-dc79-413a-862b-a47f9f5a878f,98f98fe9-5eed-401d-a520-fe3de597bd50,171090.0,in_store,149.0,CONFIRMED,2024-12-30 14:52:29.037609,2024-12-30 14:52:29.037610
38133d71-df3b-4755-ba6f-45cfb5a5d213,e3cc5c79-7d08-4f5d-9ca6-306af58d3461,36eb78b9-3fa2-4777-a6fc-5b261b6000eb,,delivery,480.0,CONFIRMED,2024-12-30 14:52:38.124879,2024-12-30 14:52:38.124883
d4fbf3e0-f542-44b4-a8de-c21905f69212,1a8b1467-2b3b-4ab3-b4c9-761929400d3b,27db95f4-2749-41ef-8bf1-94be1711adb3,522700.0,drive_thru,0.0,CONFIRMED,2024-12-30 14:52:40.442357,2024-12-30 14:52:40.442358
e664e7c0-f4d7-4466-9fe3-747fce8ab3d8,6b00e2a8-8132-48d3-a565-50147359c5a2,34649cce-448b-449f-a5a4-6798c7a85901,206150.0,delivery,838.0,CONFIRMED,2024-12-30 14:52:48.099564,2024-12-30 14:52:48.099564
1d06baae-9e44-4aa1-9daf-e90710d5035f,abed87ec-6da9-4795-bf06-6fddaa2cd288,fc3181aa-571e-405d-aeec-9930531ace16,625153.0,in_store,913.0,CONFIRMED,2024-12-30 14:52:57.095139,2024-12-30 14:52:57.095141
a553bdfb-2714-48b4-be32-601f5712bc86,fd29da46-ec25-4181-b523-fb2c5af966c2,52277b06-eb43-4b28-aa59-834f46a1ac18,,delivery,1065.0,CONFIRMED,2024-12-30 14:48:24.742690,2024-12-30 14:48:24.742694
4b6be54d-deb0-43a3-aed6-bcb96c038e43,9e5fdf6e-c382-4f5d-849a-09e942aab66e,f57a4392-4ee8-4fce-b0c8-adb61e27b8cd,,drive_thru,750.0,CONFIRMED,2024-12-30 14:48:25.514932,2024-12-30 14:48:25.514936
204f0474-ffab-49fd-981b-4c50e1825a3b,69076873-1752-4189-bc36-8088e72f2a0a,db618c84-5d6e-497a-95df-1a4eb44d004f,581417.0,in_store,49.0,CONFIRMED,2024-12-30 14:48:24.313620,2024-12-30 14:48:24.313621
36fe8cbe-63d6-45fe-bbe8-ba57846424fa,a954d47e-ebf0-491d-8300-f8a87fafff66,92755448-47e6-43d3-ada2-e200e8f59acf,726079.0,drive_thru,258.0,CONFIRMED,2024-12-30 14:48:25.270474,2024-12-30 14:48:25.270475
a510f551-818d-492d-b27e-0a844d590def,903e541d-1f6d-43a1-b271-2f3073acfc65,03813ad7-7757-4bf3-bc5c-705dc5c787ab,,delivery,150.0,CONFIRMED,2024-12-30 14:48:34.103589,2024-12-30 14:48:34.103593
e4b756a6-f4ef-4489-9245-24fbe3f7196c,d26121e2-ee7e-48f6-8acc-13ed13a5b649,73fd3343-91eb-4d4e-8edc-2c91a74dd6a6,39389.0,drive_thru,1011.0,CONFIRMED,2024-12-30 14:48:33.814560,2024-12-30 14:48:33.814561
f8bced65-1f2e-4983-8548-09f50ff0c598,d0cfa306-660e-4f50-8520-fb9a9787b323,ad7ea525-5fe8-404e-8e2d-dbb4c93cbab0,179271.0,drive_thru,986.0,CONFIRMED,2024-12-30 14:48:33.505865,2024-12-30 14:48:33.505866
17a24d7b-529b-48a6-bc47-bf7f3ab9930d,e59910ce-c996-46e5-be47-c66fd7e3d381,bf569dfb-209d-46ca-a4a4-61e7a4bdaf49,,delivery,480.0,CONFIRMED,2024-12-30 14:48:40.414757,2024-12-30 14:48:40.414760
07ddf1b6-dcdb-41e5-b901-4e42daa7626d,529e8d19-aa44-43d5-93bf-feb0fb3ad61b,59b2e93b-3da9-4ee2-a6e1-8e4086fd3db2,389120.0,delivery,56.0,CONFIRMED,2024-12-30 14:48:47.422734,2024-12-30 14:48:47.422734
eac2e09d-6d6a-4343-be5b-8828e2a7e15e,35c5bd4b-40e4-445c-8a67-618818bc95ff,e5ebd988-3891-49ff-a77f-4a0ad4bb9e2e,330176.0,in_store,627.0,CONFIRMED,2024-12-30 14:48:54.781528,2024-12-30 14:48:54.781529
b1456481-b9e7-44b6-b7bf-60ce27dc3bf8,3ce75f71-d91f-4108-9b77-f3938d1af40a,0f2c1952-aa9f-4479-9c33-9d038a3c149a,,drive_thru,630.0,CONFIRMED,2024-12-30 14:49:03.792461,2024-12-30 14:49:03.792463
62d1d1f5-0953-49bd-ae12-73474de167c6,3f6a1b95-45ca-48a8-b78b-8f8348ede7ee,5ebe3593-b0ed-4da3-a2d8-8c8b4bda61b5,,delivery,179.0,CONFIRMED,2024-12-30 14:49:14.119594,2024-12-30 14:49:14.119598
bcd69d44-b27d-4e53-96e2-ca7a947bcb4c,574b5427-6bc5-440d-845c-15daf81aca5f,199009bf-7371-43f1-99c5-26e8fff01008,,delivery,438.0,CONFIRMED,2024-12-30 14:49:22.240095,2024-12-30 14:49:22.240100
eadd9504-4e89-46e7-9ce1-26fdd7ca504f,a1fa1068-07c2-4244-b965-98f392134770,9e94f157-7fd3-4aba-aca7-f008feb3122d,991254.0,drive_thru,1366.0,CONFIRMED,2024-12-30 14:49:23.276207,2024-12-30 14:49:23.276208
6c448c69-73b1-4111-bade-3fad48468960,bc1e400e-3ae6-4f6f-a173-ebbedf7cfc71,17dd70b5-9746-4af4-b6e8-1d9374d7094f,935967.0,in_store,387.0,CONFIRMED,2024-12-30 14:49:24.827234,2024-12-30 14:49:24.827235
51c23728-45a8-4221-a3d0-6a16ee9a7832,6e739543-ff03-42b1-a4b3-abc256b28ca8,b97a9406-4f7b-4ba7-80fc-259a923ce1f6,162589.0,in_store,938.0,CONFIRMED,2024-12-30 14:49:33.296392,2024-12-30 14:49:33.296392
1c26daf3-0092-4cb4-89ec-b1cd25914155,3726f9b9-50ed-4f83-a08f-f2181353e62b,16dd9c36-89cb-4e20-b991-83bfb48e9815,644845.0,in_store,74.0,CONFIRMED,2024-12-30 14:49:33.449565,2024-12-30 14:49:33.449566
3de06c70-2789-4e8a-bd90-f7f28b173eb6,c72fe563-d5b2-4d14-946a-65ac7144fa43,7fd728d9-1104-4677-9105-ff7593630210,896453.0,drive_thru,1296.0,CONFIRMED,2024-12-30 14:49:33.706102,2024-12-30 14:49:33.706103
