id,user_id,order_id,payment_method,payment_card_gateway,status
99fa41ef-0021-4916-8173-45e0589f0054,1b62758c-bfc4-4382-9720-3bdd48c8c506,a36002d1-775a-4964-8843-b14feda47bd0,cash,,PAID
bb718b61-e6d4-4092-a07e-5b1c3c82e87b,f864f321-5db3-4c83-b452-adefdf2479a0,abdc71aa-22b2-4397-8693-83824e2fd801,card,adyen,PAID
9e396b57-2ea7-443e-bd68-52d2b9472c7e,847d50f0-e22d-4785-bdc7-5a9bf30fc156,d19ea95a-e36b-40c3-b136-e04aa8645297,cash,,PAID
98c2287d-67da-409b-a48c-56f359b06cbb,78e21a78-0617-45df-8116-b373a0c5504d,b4660b82-dd8f-42b6-b835-e66e94b940ae,cash,,PAID
8de2df2e-9953-4fcb-a210-ef067fa11c83,5497311c-a2fd-4256-b582-b91666ad77da,e29a16b6-72d8-4eb1-b940-f55a8b65dfe1,card,adyen,PAID
c3d5c829-7614-46ba-a07a-8725350398e2,f201bef2-0c5d-4fbc-a8c1-e23a236ae888,7e82bc06-4468-4e33-8e73-9ca6b6a9fd47,card,adyen,PAID
e76990fd-6bcf-4aaf-8fc3-75ef16d1bdbf,9daa29bb-962b-4c08-acfc-517fbdb893d7,64376bc6-d619-451b-9e86-0e51ae8c3305,cash,,PAID
6a78e9bf-a888-4413-bc6c-4f0a76388d9e,eb2190f7-2079-4161-ba16-ffab58bcb55b,5cb0d5e1-61aa-423f-a622-a0e291500268,cash,,PAID
1aa91388-5774-4645-9483-8a14aa42ead1,23d1c93f-f6da-419e-b8d5-cdbc72da2660,376ae909-b26d-4ae8-96ac-066775476fa9,card,adyen,PAID
85e11e85-cc29-4ea5-9508-a432960eb6c2,8f4e695d-a383-41ea-b55a-31549ce51342,b0923153-e47e-4f85-9df5-bd0502aeae0e,cash,,PAID
6015308b-7f09-4e10-ba0f-6376bb259916,c657673e-c77f-44ae-8232-c941372cfb2d,d8f4f960-c645-4c42-8732-e7496dbe78c4,card,adyen,PAID
fe808ea9-fabf-4d46-bb66-3d156a861628,41cb6258-79e6-486a-9dce-aa3e5000181c,ad3b66ef-ac63-4eda-9b9f-c3fa4b28bfad,card,adyen,PAID
687fce0c-48fd-4a6e-b43e-5c1376ab805d,df2695c5-e33f-4af6-a36d-a09e40ebdbf8,e6996ce7-c220-4016-8579-5869e094427e,card,adyen,PAID
0579f95c-2c83-4928-a4db-f4641e9f208b,b05e9c9e-a314-49e7-950c-9a384d5bccd8,86220a2c-d82e-453c-90d2-e564365b27af,cash,,PAID
bc2bcf5c-7620-4e7b-82ce-a0aa7786a5c6,4f412859-bdff-403d-89d7-5a7827a867c8,ec05c7fe-e2c8-4cc3-875d-780339ad0c63,cash,,PAID
36d68fb9-2deb-4ab7-81f4-f7a7a521cbf0,a3428878-934b-47d7-a476-2cb4cee6fb3c,66446c27-c81c-45b2-8b6a-b98850fc34a3,cash,,PAID
43116c77-58e7-47f9-ac12-468e94c81413,9807a531-fb59-4beb-97e1-87e9ce639d4b,ece388a4-5c53-4c03-9fd7-e51de8775176,cash,,PAID
e5db9080-8358-4acc-b83b-33b72d9f83b3,499c4c83-4361-4859-b177-8cfb037d4236,0a3ef5a9-2385-425a-8cb9-29cd7b3ffa41,card,adyen,PAID
c1e1908b-ff64-47c6-8b52-1c873b247d58,8663f5fa-11e4-4256-b4b2-931fb63b5e5d,bf64f37b-51f7-4ead-a49f-59833f7ec218,card,adyen,PAID
4812f27c-5aee-4665-a9c4-b0e8f85f861e,b4ea19fe-ca6e-405f-9fd0-577603610534,eaa0cec8-8955-44d2-9104-106aeab18b6d,card,adyen,PAID
f64a9a06-d9fe-4457-8f56-b8cc60146b23,a34fa44c-c65f-4a52-83fd-446be6570879,10bcd652-79f7-4341-b406-96b6bc4c45c8,card,adyen,PAID
cccf9f48-1227-45a7-9037-0e007c2b075f,d8c74e02-2c5b-4703-b835-f514fda5a32f,d60b3163-5269-43a3-8a82-5e939ad866c0,cash,,PAID
4515e32a-3115-4b17-a674-a15929e09452,777200c3-860a-4047-a831-0a9325afa253,e917cdbe-944f-4551-b4b9-1333eb551a6a,card,adyen,PAID
fa4e98e3-3b5b-42c1-a899-465e5b5b3538,dc5afb63-9a67-4590-98ce-59c0f98326e0,9e85b1fd-1eef-4405-a8c5-44174fa388be,cash,,PAID
b992f2f8-a91d-469c-84ab-5d23f7b6984e,0df7e806-9fc8-49ab-beec-9702878a6a7f,29bb48d3-ab0f-4fcd-b7d0-034b85f7179f,cash,,PAID
d776e63b-27ef-4e27-95aa-21a3bb567a7e,eb409f53-83aa-44ee-9b4b-2a0a84164ffb,0c56fb03-f827-4de9-86a2-70a7f067d97c,card,adyen,PAID
771edb47-aab4-4dd5-b4b2-924b13d1c61f,3821f7cd-84f3-4e72-9759-2db550b09d65,b9549bbb-5341-4663-920f-745fb6fd7231,cash,,PAID
0b6d0973-f971-4098-876b-2163fd8e75f9,f47bebf2-dc74-42bd-83a2-c2a096675dc8,bc27825a-edae-421d-88cb-c04f89dfdd69,cash,,PAID
b224e4b3-75cc-4972-a533-4e29a36c97f7,2b773cac-7c76-4f2a-9ff4-953005198af6,ba47731a-16b5-434a-813f-2e579e4431da,cash,,PAID
13169d5f-e440-401e-9181-0ad05672b489,2bfa1d1b-6c34-44bb-99c4-105e5269fa4b,13058845-d958-4498-9a96-9c636133b058,cash,,PAID
0c4fc802-cc2f-4f4b-a50a-3fb37f32961e,5803d3bc-6a4b-4579-902a-8ebeb12438bc,3a99e038-6a1e-403f-8e31-44cba86f8bea,cash,,PAID
52db7e43-aa47-4c08-9093-538365cccbc3,682a7fe8-974a-4622-9d13-69b68b76ae9b,76a1ca7f-1415-4a3e-9754-57a0d959c8a0,cash,,PAID
57020e03-4dee-419c-86d3-8136a9d0b402,cf06d414-3836-4d0b-a8c9-af2df6146512,f7f1d4dd-9f81-46d0-ac1d-413b0918b8e1,card,adyen,PAID
af41d00f-8daa-4054-a4fd-0783e8b0c696,02264853-ffd7-4fd7-bbd6-d9f9cc5fd63a,5a7d1746-420c-4a3c-893c-4e3e10f2a9dc,card,adyen,PAID
2c67c6cf-1c4f-492d-8a96-cbe5d1a9de0b,33df73b4-fb68-4dc7-9867-a8adddc27d8a,04a4b5d1-954e-479e-9d39-e9e2aa8fdb87,cash,,PAID
4c01f331-8012-4fda-8a75-5f44082fe7ec,044dd62f-6afa-4eb8-8763-6509ba71452b,d4acf87c-4794-47e0-ab70-7975289e35f7,card,adyen,PAID
66a3323c-b9f4-445b-aaa7-d1549bcdf6ba,47a54252-306b-4903-a43d-367afa693e80,764de033-1e6d-4db7-8c25-84aabf839950,cash,,PAID
03265fcf-f4ad-49fe-9b24-dbb14167decc,7c4ebf4b-c959-424f-997b-e011a6255236,6bc69f5e-25e4-4dc0-a9c9-6ed94c330fae,cash,,PAID
ac2efe1b-e60d-4bd6-9536-5328cf572084,c0f8a3b1-74f1-427a-aa2f-a03a69567da6,d577bee4-cbd2-4483-b765-1376e6a79dd6,card,adyen,PAID
83b1db3a-0f0c-471d-9991-5b8cf3ffdc5b,f4b8bea2-d2e5-4ee2-8299-003a37ec971a,69314870-5a2c-4cea-bcc1-a8fdfc7c67ee,cash,,PAID
26e6ebbc-a15d-4bc4-b2f9-3175a20d9463,8ab0ed85-35de-46e3-85ac-cf7bdb0fbed1,e45fdf1e-b983-4fa0-b973-faca8fedd8d3,card,adyen,PAID
ada301ee-204e-4b1f-91fe-3ca980329ef6,6bb5c74c-6089-48ea-a3d6-aec7f3b95509,0e8b396e-0261-44fc-a3e3-e3b6f2f19fac,card,adyen,PAID
cf141dac-7264-40ca-854f-d57b8c9bf469,4a285c37-9442-429f-ac9d-3ec8928cb920,5a4577ca-414e-4133-9a46-5abbabd8a468,cash,,PAID
5ee237cd-6c46-491e-bec3-5e50cdb0ddd6,b0cfd56f-ba21-4eeb-941a-b74c27128829,19054ce6-2683-4247-b02b-dff63b60cafe,card,adyen,PAID
71126476-7896-4378-bea9-810aabf7d80e,ac10a894-420f-4364-8578-722134d9ddf3,791b79fe-fad6-457d-98ed-3e3c4d27aff9,card,adyen,PAID
0a182d2f-ca6d-4011-adfc-0b074e3665df,47b9c9f3-c2e3-4d65-a3ef-2f7e06d79f4b,2036e29e-d0b7-4c17-a561-ef3f5498e62b,card,adyen,PAID
fd365b07-8b63-4b2b-9ec2-b10f6235e2f1,b4443968-e595-4c94-a911-91cce4e3b848,48e11fae-de21-4854-bb50-57b0f138b2c1,card,adyen,PAID
898dcba8-8feb-42e8-a0cc-0ebb72233b99,de03a80e-49be-4ee7-b04e-5f2d4ff8d565,f441abb3-2732-4dc2-a886-3dbf76a0e1e2,card,adyen,PAID
086c188d-aad5-4955-995b-e79635a83b0b,00273f66-4219-406b-b27d-6e9ac2c1a2ed,29af1f13-152a-4eae-a9ee-20d33e9821ca,cash,,PAID
216c740d-593c-4717-8452-8020a1efc98a,29807af0-bfb3-4fde-9452-9c152098a10b,fee967f6-d029-43e1-9eb3-9373bba822b1,card,adyen,PAID
849de400-b575-4cf7-88d2-4736062eb845,412c072d-77e7-4fa8-b041-469459ce6da1,9c071a9c-66ff-47bf-a35d-208eba81aee1,card,adyen,PAID
e68a745a-d4f7-4661-a191-cfde5d545d5a,69076873-1752-4189-bc36-8088e72f2a0a,204f0474-ffab-49fd-981b-4c50e1825a3b,cash,,PAID
2d970b8c-390d-455a-be10-40bb17af4348,013f1319-6404-4911-ac9f-3ceb3cc292c9,8de7bcc2-6c8d-438b-b56b-1a6acb0b99e8,card,adyen,PAID
ea6f9740-f32e-48e5-b013-c614c4d38315,07b3d563-3afb-4197-9b6e-f58076efd6ab,6a2c1378-5553-42aa-8be4-14e86edc2e87,cash,,PAID
cc62128f-d6c5-4584-a131-3c822a2a15b5,e45de542-80f9-4f1b-ab5a-aeb4f6a64137,a09aab33-5362-4dc3-beff-0a6a4746dc15,cash,,PAID
fff06a58-c0d4-49eb-8fdb-25533b3a930f,9eaaa820-c92f-4a49-8716-8c71ba49a3ff,351470fb-d2af-45f8-a826-962b980b838e,card,adyen,PAID
619416da-c661-4504-b614-42454efb1337,8eae0e66-34d3-4ca3-bede-023f25f303a8,3591b4af-6f04-47fa-99a5-d0393c458f4c,cash,,PAID
e67e3bf8-2bec-4b2e-823b-23a64e7f5e5d,a433d432-8cd2-4017-8ab7-f327743e6195,4a224e73-dec1-4ee7-b20c-ac233c1e5c5d,card,adyen,PAID
617af4af-4dc0-442c-bd7e-14d359e71063,fea5726a-01b5-4888-ae7c-619b61112cbd,b8bf2c81-ccb4-4d55-b555-3ac530bb54ab,card,adyen,PAID
2debfb5a-e557-4a45-b655-30acc57b5158,e0e9e739-2609-4da6-82cd-4a564cdcbb13,cc395dc3-41bd-4647-9804-f19a63067a01,card,adyen,PAID
46ba35e5-ece1-443a-a22b-463b7ba2e14d,12cadd06-8800-4cd3-80f8-20512417e5de,598972b8-4613-4049-aeec-95171c399df4,card,adyen,PAID
f741d380-7bd0-46b4-aa14-6450b27b8756,c8e9e3c3-2351-497c-98f9-f98e04065ac3,c90ab6c3-2f6f-45f8-9afc-0f336fdedbd1,card,adyen,PAID
b5a21b4e-faa7-4fd4-b63c-2845ed403546,81d3692f-ac1d-4b18-a93d-9ae0a5c6ccaf,e0be1bab-1c2d-4185-8e67-a3d6d0f2a8ba,cash,,PAID
0d8e95df-f90c-4100-97e4-08dbde22503f,7ac26241-ada0-405e-ad2d-d8381d66850a,a823b52f-cd1a-448f-bf06-194334936b39,cash,,PAID
b4759c2d-f560-469b-adec-419691a07855,a27c24d4-f63c-4b52-ba18-3f1859b68202,571beb39-1261-483d-9240-97397a623042,cash,,PAID
64076e50-0015-43ac-a79b-abfd9984c989,d71cac95-9b43-4929-bfea-33d66117f30a,14f47f5b-798a-4b20-9499-f52e36a7f0f0,cash,,PAID
64f6d388-3983-4ef5-aabb-adba99857e48,d41a1044-6368-4536-9db8-c5b51f0cb109,27c4627e-e8a0-40c1-b28e-0172295052c7,card,adyen,PAID
10cd748c-70a7-42e2-b382-074e0ccf0955,669fefab-6225-4c0b-b2c5-b0fe82d3b8e2,fc645638-23bd-4ac5-80a3-11d6a2fcf903,cash,,PAID
12b95b58-193e-4a3b-89e7-5daead19b2b2,da5f79a4-55e0-43d6-a712-e1816e89e658,4307b7d2-4907-4eb8-92c1-c387c2900afc,cash,,PAID
22b8645a-074c-4a98-bab1-f459306628c9,a1fa1068-07c2-4244-b965-98f392134770,eadd9504-4e89-46e7-9ce1-26fdd7ca504f,card,adyen,PAID
0e82f8e4-0dcb-4760-8e60-0761f58d6e75,60ca39cc-6800-4714-a3b4-fcd6ff074e25,d35f171f-9462-4b1f-80a9-a1cb9c47a6f1,cash,,PAID
bec032a7-0215-4957-a482-1fce1db93e53,6cb0a011-01ad-4bad-af49-4591730ea564,91be03a3-af0a-4e08-baf1-1308c6337a7f,card,adyen,PAID
9e716d0d-fc7b-4f36-bcee-755ea3674f14,6b53c2f3-b8e1-4779-ab8a-d5426436d945,b3b1d8b8-a831-4b16-b754-d4c45cf0824d,card,adyen,PAID
1640a4e6-c604-420e-8839-a75a648797a3,500ba2ac-51e8-44d7-bf4c-c61e1549423f,8474ae31-acb1-4a3f-b3b9-2b7cda12a0a1,cash,,PAID
e5a2b533-3e98-4145-a059-0a8a9b229787,86090fdd-1b1c-4d79-a52b-de5e9076afea,5b9c168d-a41c-4055-9afc-8f5a61cb0005,card,adyen,PAID
cb6933c6-a4a7-4cc5-a3f1-7f0b350708e6,407ad23c-c163-4102-b01a-74bcd7bc4b3c,e4531f31-7d3b-4371-bd5e-dafddcbc4710,card,adyen,PAID
3c9f785c-1722-4ce5-9dd8-3b5600c05c8a,9908f22c-5307-4d8a-b41e-a06196105c08,083b0593-7ee6-480c-a3b9-3659a2b8cd93,card,adyen,PAID
6451ecda-138f-4874-88b3-0f27f9d9fdca,9527ee73-1950-464a-a880-1dd4dbcbbccb,817aeb9a-415f-4163-a097-07f636cfbb18,cash,,PAID
da385a2a-dae4-4559-bd5b-46564ae99f17,a37f9614-b241-4398-afe3-79e3b582fece,f9ea5df5-8527-4256-9be5-24afec76a462,card,adyen,PAID
7c8f090d-7060-4733-94be-f6e101e35089,f50a2fd2-fd0f-4f6f-8f8f-f1f40af2bbb2,72b2a227-1e52-4161-8eb4-6f16b80a9519,cash,,PAID
58f71833-7a74-4ec8-864e-c6e52b90ffbc,a4cf226a-81f6-453a-ae34-e86d1f2cb4bf,43a3c8b6-1276-437f-bcdb-c718ad962d33,cash,,PAID
fbcc5eb4-8ef3-47d9-bfb9-6ac19c779573,79a2efae-f95d-4943-8cdf-71562e85ddef,c4ba2dfb-299f-4dab-b207-6534143cf0ca,cash,,PAID
7e5d2367-1674-484a-a4c9-1e0a7dc512cd,2acd1a41-2ab8-4d12-9bc0-7c03045676f0,0e172654-152a-44f9-ae86-e515ac0de7ed,card,adyen,PAID
48beb363-30ae-4c8a-bde2-75c110232f4f,2a4b5282-84ba-48fd-a43c-ecdf38346bb1,28a21edc-6b87-4835-b2bf-4f61af9431a5,cash,,PAID
48f175f5-77f3-4ed0-86bb-7ee9c2fb6f12,3544bac4-cf15-4232-a419-1d1a6874cf48,c73d1ae4-9dca-4292-8bf4-4f05119fe2a7,cash,,PAID
7cd70e85-44f3-48fc-bb28-118e4b5f3114,0f0530c7-f89a-42e2-a8cc-3bad1269dec0,6ff405e1-2ca9-4a95-8288-d0ce5a273cd1,card,adyen,PAID
334d9087-e411-402f-beef-ec3330a59588,28cbb5ca-aa70-4176-9c58-7a5e73b36ab8,2099a379-d968-433b-bbf8-40b1f430c4c4,card,adyen,PAID
72a58396-849e-43b6-a1b3-af9e5305ce66,0e45d6c3-4acb-4899-bc6a-01a5532f7c7e,4d16ca56-794c-477c-a48d-221fa89febb0,card,adyen,PAID
b526cfef-9687-47cb-b018-21cbd8cc8b38,66e8dbbe-8deb-41ea-bd81-c525e8530cad,e6409e93-112c-495e-ae2d-6925a0c2ed0d,card,adyen,PAID
75ef8dc7-9d32-4b5e-9d3e-c86093aff8d1,69c214d8-4a78-449c-86c1-83aa0a75ee38,766fa9a9-89c2-49a4-90d0-f27106bd99dc,cash,,PAID
627f9745-3b69-427b-b055-fbe08e4305c4,8ab91472-ad31-45fd-a4bc-7aee38fd5afb,0f976029-c219-427b-ad9d-2135d76aba90,cash,,PAID
a5518733-2fd8-4393-bb9e-31f5335e719d,22d2e386-c218-427e-9c7f-56cdeeef9be5,3c9dc019-269c-4803-bd0a-7d62ec889e5c,card,adyen,PAID
d262674e-6541-4bd1-ae47-ad4983d93fc8,e29cfbbb-815d-47bd-9721-cdb84563336b,cffd6976-6dad-4e5d-bae8-7ae2e12cc2f7,cash,,PAID
01438433-8e72-495f-811c-30ce30582395,2194fec1-1983-40ba-a385-181fa8821736,42016c9a-b3d3-4f95-ae84-6c64272c4795,cash,,PAID
abd2a762-b18e-4fc4-8e30-4bc199325989,1bfad828-d118-4fc0-b596-e5508389460b,a773e7f7-2446-4bb3-a1f6-3d08e6260cba,card,adyen,PAID
58ad2033-5a7e-41c2-8756-675729f07e78,87252c12-27b4-42db-83ea-d6ac6689bd88,51036efb-e361-43c1-a1a4-ef9a1e6098fa,card,adyen,PAID
5738411c-e461-483e-8fc0-c1cbb01b34b3,b7a1f59c-1568-4282-bb8a-ff9d67a83615,48e4e887-1f1a-4772-88a9-f5b1ee05a563,cash,,PAID
5eee2a72-174d-40ae-b6dc-5d5deea5f351,e35a628c-7ba3-47ee-9882-5458e4005f73,be919086-ead7-49db-b1d4-8d0c2217056f,card,adyen,PAID
f5e182d4-bf61-401f-ab53-61aa520788be,0b01d422-0fb1-46c0-bef0-dce27dc8a578,a52afa16-6c48-4cdf-b4fc-394fa7ba4615,cash,,PAID
4386236f-acd1-4ecd-8a23-5f6716cd3115,c5c0ffb2-4701-4123-8f92-bb708524ddea,93091111-8c83-4bbf-bda1-5da99b9a034e,card,adyen,PAID
f7cc74c5-89fa-4e0e-b0fd-5e7547d98c46,72576d9d-9197-4eff-a12c-f9873752dcdb,8929512d-d7f9-4332-b2c7-cd56d4510b54,card,adyen,PAID
58b4c2d0-322c-4067-aa06-ccd7a8e79e82,2b01da2b-decb-426b-bc69-45126a9aa49f,21f3ed9f-9a6d-4332-88b1-eb942b65ed99,card,adyen,PAID
8db3baec-f113-4b97-ad00-0e004b5e3c31,f539ee76-2c94-4236-b472-2504a20cf81f,f00f6631-7192-4e45-9a96-425d1a80e06b,cash,,PAID
52f947e1-2c10-4a7d-9b0d-3761a992acf5,10984f0f-4dc6-4a47-8698-538ef3ea2758,4f3728d9-7e49-4b2a-a233-c021fb8469aa,cash,,PAID
a79ce3aa-0fd0-4b1f-9dbe-45587dee648a,68ac9556-e45a-4ee3-b9b8-98ecf01a6e0d,dc9805fd-5a94-4727-ab3a-20cd23ec879c,card,adyen,PAID
43f2601b-3ac5-4780-bd50-683373351a2d,460b9ca0-4a54-4253-9e09-69c8e9c858f7,b5f7a5c0-9e55-451e-a99b-712ea202ae7e,cash,,PAID
ce8950c2-09f6-4e72-867f-6d5d9acfdf5b,e5f0b2f7-776c-40bb-bced-7e8dbbdba840,a93ee8d3-1a65-4a2c-a95a-3c68994a18cc,cash,,PAID
619b9f20-8015-40cd-9567-d54a52e4414a,25979cf0-8dd0-4e1c-9d66-f886bd7ac0a8,4afe5a9d-7604-404b-a9b1-05f195cace8a,cash,,PAID
dcf53414-275c-4ac6-bae1-0d7925f4ba2b,b9d62af9-6bcb-4c96-af94-5fbc5f18f87c,3786f939-e527-4b4c-a03f-22a3a7decb4f,cash,,PAID
59ad6871-246b-4860-9268-7ac10835e19f,9d3369f5-8828-4652-af28-41f82a879fb1,f919e6de-d99d-4421-8f34-21f17606f644,card,adyen,PAID
590f59e3-206d-4cdd-9bb4-e7251ff0eb0a,4044ca5d-6eba-458f-8d9f-f3881bfe7bb3,133868bc-dc4b-41f0-a14b-5269451d2ea8,cash,,PAID
1cefaacd-f99e-486e-9cfc-b20660a2b611,a098c0bb-d938-4636-b8fd-2b73c5bc01ae,ba4cac21-b3ae-4ab5-94f5-e1931a96d413,cash,,PAID
6ac8ff5c-6ea8-4634-8085-6455496e84c7,3919ccdd-0293-4ece-a1aa-98e1ea8edacc,6b296fad-5220-43bf-9277-52117cc63840,cash,,PAID
84e7d438-4d09-451b-9dac-a345e6303fe1,9ccfaafb-ab59-4e69-b3a4-104c77007c3d,2321d477-b6d6-4154-9ff6-751eff784760,cash,,PAID
1164beed-c540-4a0d-9965-6866f9a69bda,339b4a13-5b1d-4658-a4c5-9dbc8e0c45b7,c27d1e24-3ec0-4d46-afb1-d8dd00d4f019,cash,,PAID
718b69f3-1480-4dbd-af40-dfdec8ef06ff,19ad5459-8f49-4f69-89b1-95a22182ecf7,8e3e27ee-5ac3-4fcb-94bd-917ae805f44e,card,adyen,PAID
13f92017-9976-45e5-9f71-d09adc4cc8b8,34094ad8-b3db-47a0-a493-0f636909a1bb,323caf61-d379-48e2-8b1b-76ec861f258b,card,adyen,PAID
652d7ff2-f12e-4c0d-b501-a9e6138f6342,02a17512-e302-4a0f-9127-48111fd97ffd,9196a211-5d16-4bfc-9cca-10811d50c4ab,cash,,PAID
b4d33f7d-3ee3-4c76-bbd1-416596ab4581,313fb6e3-f9e6-4f67-b969-47a2fca66056,eb0421ef-4f74-48d7-9c87-1fd498f23f65,cash,,PAID
19062124-e5e8-46b6-b37c-8afbd9855966,840e4383-d48d-4364-9db0-462e7eaf7fbe,6c4d3945-b915-45af-bf6f-c7a9a92dc3e1,cash,,PAID
