age,gender,has_offer,order_type,total_price,payment_method,payment_card_gateway
2,0,1,2,-0.19807488679975468,1,1
2,0,0,2,1.7313289707147108,0,0
2,0,0,2,1.1070407872698593,0,0
2,0,0,0,0.8596813183577484,1,1
2,0,0,1,0.14116095627971179,1,1
2,1,0,0,1.3544002561819704,1,1
2,0,0,2,0.44741553683756347,0,0
2,0,0,2,1.4368534124860073,0,0
2,1,0,2,1.4486324348151554,0,0
2,1,0,0,1.1188198095990074,0,0
2,0,0,1,0.6947750057496744,0,0
2,1,0,1,1.8844562609936366,0,0
2,1,0,2,-0.23576775825302873,0,0
2,0,0,0,0.05870779997567479,0,0
2,1,0,0,1.4486324348151554,1,1
2,1,0,2,1.3897373231694148,1,1
2,0,0,2,1.3897373231694148,1,1
2,0,0,0,1.6135387474232294,0,0
2,0,0,1,1.2012729659030446,1,1
2,1,0,2,1.2601680775487851,0,0
2,0,1,1,1.2154077926980222,0,0
2,0,1,2,-0.06850564117912514,0,0
2,0,0,0,1.001029586307526,0,0
2,0,0,2,1.2837261222070815,0,0
2,1,0,2,-0.23576775825302873,1,1
2,1,1,0,-0.158026210880651,0,0
2,1,1,1,0.9562693014567631,0,0
2,0,0,0,-0.43601113784854717,0,0
2,1,0,0,1.7077709260564147,0,0
2,0,0,2,0.5416477154707486,0,0
2,0,1,2,-0.9519323158652357,0,0
2,1,1,2,0.9727599327175706,1,1
2,0,0,0,0.05870779997567479,0,0
2,0,1,0,0.6853517878863559,0,0
2,0,1,2,0.9963179773758668,0,0
2,0,0,2,1.236610032890489,0,0
2,0,0,2,0.9303554523326373,1,1
2,0,0,2,0.03514975531737851,1,1
2,0,1,0,0.8267000558361336,1,1
2,0,0,0,1.2837261222070815,0,0
2,1,0,1,1.1659358989156001,0,0
2,1,0,2,1.5075275464608962,0,0
2,0,0,1,-0.506685271823436,0,0
2,1,0,2,1.2601680775487851,0,0
2,1,0,2,0.9539134969909335,0,0
2,0,0,2,0.9067974076743409,0,0
2,1,0,0,1.2601680775487851,1,1
2,1,0,2,1.9551303949685255,0,0
2,0,0,1,0.9539134969909335,1,1
2,1,0,0,1.1305988319281557,1,1
2,1,0,2,1.4839695018025998,0,0
2,0,1,2,1.3920931276352444,0,0
2,1,0,0,1.1188198095990074,0,0
2,1,0,2,0.7772281620537114,0,0
2,1,0,1,1.4721904794734517,0,0
2,0,0,1,1.001029586307526,0,0
2,0,1,2,1.0740595247482445,1,1
2,1,0,0,1.4839695018025998,0,0
2,0,0,2,1.6724338590689702,0,0
2,1,0,2,1.8491191940061922,1,1
2,0,0,2,1.0245876309658224,1,1
2,1,0,0,0.5063106484833042,1,1
2,0,0,0,1.6488758144106739,0,0
2,0,0,2,0.9539134969909335,0,0
2,1,0,1,1.0128086086366743,1,1
2,1,0,0,1.236610032890489,0,0
2,0,0,2,0.14116095627971179,1,1
2,1,0,2,-0.12975655729069546,0,0
2,1,1,1,-0.2923070654329398,0,0
2,1,0,0,-0.14153557961984362,0,0
2,0,0,0,0.5652057601290449,0,0
2,1,0,2,2.061141595930859,0,0
2,0,1,2,1.5452204179141702,0,0
2,1,0,0,0.14116095627971179,0,0
2,0,1,0,1.5334413955850221,0,0
2,1,1,2,0.8267000558361336,0,0
2,0,0,2,0.494531626154156,0,0
2,1,1,1,-0.39360665746361384,0,0
2,0,1,2,0.17178641433549693,1,1
2,1,1,0,1.1329546363939853,0,0
2,1,1,2,1.2978609490020592,0,0
2,1,0,2,2.226047908538933,1,1
2,1,0,2,0.7301120727371189,1,1
2,1,0,0,1.0128086086366743,0,0
2,0,0,1,1.7902240823604516,0,0
2,0,0,2,2.0258045289434143,0,0
2,0,0,1,0.6005428271164893,0,0
2,0,0,2,1.2012729659030446,0,0
2,1,0,2,-0.6362545174440656,0,0
2,1,1,0,1.5805574849016146,1,1
2,1,0,0,0.08226584463397107,1,1
2,0,0,2,0.14116095627971179,0,0
2,1,0,1,1.566422658106637,1,1
2,0,0,0,1.7666660377021552,1,1
2,0,0,2,0.6123218494456374,0,0
2,0,0,2,1.8608982163353405,0,0
2,1,0,0,1.4721904794734517,0,0
2,1,0,1,2.402733243476155,0,0
2,1,0,2,-0.04730340098665848,0,0
2,0,0,1,-0.43601113784854717,0,0
2,1,1,2,2.357972958625392,0,0
2,1,0,2,1.5075275464608962,1,1
2,0,0,0,0.5180896708124523,0,0
2,0,0,2,1.2955051445362296,0,0
2,0,0,2,0.8125652290411558,1,1
2,1,0,0,0.8950183853451928,0,0
2,1,0,0,0.9421344746617853,1,1
2,1,0,2,0.6241008717747856,0,0
2,1,0,1,1.3072841668653779,1,1
2,1,0,0,0.6947750057496744,0,0
2,0,1,2,1.3331980159895036,1,1
2,0,0,2,1.8726772386644885,0,0
2,1,0,2,1.2601680775487851,1,1
2,1,0,0,1.4604114571443036,0,0
2,1,0,0,1.1188198095990074,0,0
2,0,0,2,0.9774715416492298,0,0
2,0,0,0,-0.6833706067606581,0,0
2,1,1,1,0.3084230733536154,0,0
2,1,1,2,0.6900633968180152,0,0
2,1,0,2,0.3649623805335265,0,0
2,1,1,0,1.1918497480397259,0,0
2,1,1,2,1.1800707257105778,0,0
2,0,1,1,0.8855951674818743,0,0
2,1,0,2,1.2955051445362296,1,1
2,1,1,0,1.026943435431652,0,0
2,1,1,2,0.697130810215504,1,1
2,1,0,2,1.2130519882321926,1,1
2,1,1,2,2.3226358916379475,0,0
2,0,0,1,0.8596813183577484,0,0
2,1,0,0,2.5205234667676364,0,0
2,0,0,2,0.5416477154707486,0,0
2,1,0,1,0.30606726888778574,0,0
2,1,0,2,0.5416477154707486,0,0
2,1,0,2,1.1541568765864518,0,0
2,0,0,2,0.8007862067120077,0,0
2,1,0,2,0.5534267377998967,0,0
2,0,0,1,0.9067974076743409,1,1
2,0,0,0,-0.04730340098665848,1,1
2,1,0,0,-0.04730340098665848,1,1
2,0,0,0,0.7536701173954151,0,0
2,0,0,2,-0.6951496290898063,0,0
2,0,0,2,1.4486324348151554,0,0
2,1,0,1,0.7301120727371189,0,0
2,0,0,1,0.14116095627971179,0,0
2,1,0,2,0.3178462912169339,1,1
2,1,1,0,1.7855124734287924,1,1
2,1,0,0,0.8361232736994522,0,0
2,1,0,2,1.071703720282415,1,1
2,0,0,0,0.6947750057496744,1,1
2,0,0,2,1.1541568765864518,0,0
2,0,0,0,1.3426212338528223,0,0
2,1,0,2,1.566422658106637,0,0
2,0,0,2,0.42385749217926716,0,0
2,1,0,0,1.660654836739822,0,0
2,1,0,1,1.1188198095990074,1,1
2,0,0,2,1.7195499483855627,0,0
2,0,1,2,-0.08028466350827328,0,0
2,1,0,0,1.4486324348151554,0,0
2,1,0,2,0.7065540280788226,1,1
2,1,0,0,2.3909542211470067,0,0
2,0,1,2,1.5617110491749777,1,1
2,1,1,1,2.2872988246505033,0,0
2,0,1,2,1.4509882392809852,0,0
2,0,1,2,2.275519802321355,0,0
2,0,0,2,-0.8836139863561765,1,1
2,0,0,1,0.2000560679254525,0,0
2,1,1,1,0.6382356985697634,0,0
2,0,0,2,0.824344251370304,0,0
2,1,0,2,1.0599246979532668,0,0
2,0,0,1,0.5180896708124523,0,0
2,0,0,0,1.660654836739822,0,0
2,0,0,2,1.8491191940061922,0,0
2,1,0,2,0.44741553683756347,0,0
2,1,0,2,1.8726772386644885,0,0
2,1,0,1,1.071703720282415,1,1
2,1,0,0,0.8596813183577484,1,1
2,1,1,2,1.439209216951837,1,1
2,1,0,0,1.6017597250940814,0,0
2,0,1,0,0.760737530792904,0,0
2,1,1,2,0.5086664529491338,0,0
2,0,0,2,1.2601680775487851,0,0
2,1,0,1,1.6253177697523775,0,0
2,1,0,2,2.273163997855525,1,1
2,1,0,2,0.30606726888778574,1,1
2,0,0,2,1.4486324348151554,0,0
2,0,0,0,1.7902240823604516,0,0
2,0,0,0,2.579418578413377,1,1
2,0,0,0,0.05870779997567479,0,0
2,1,0,2,1.4486324348151554,0,0
2,1,0,0,1.6135387474232294,0,0
2,1,0,0,-0.3299999368862139,0,0
2,0,0,2,0.6947750057496744,0,0
2,0,0,1,0.9185764300034891,1,1
2,1,1,0,1.9033026967202737,1,1
2,0,0,2,0.2825092242294895,0,0
2,1,0,0,1.4250743901568592,0,0
2,1,0,2,0.2825092242294895,1,1
2,1,1,2,1.3732466919086073,0,0
2,0,1,2,-0.5278875120159027,1,1
2,0,0,1,0.5534267377998967,0,0
2,1,0,2,0.7772281620537114,0,0
2,0,0,2,0.04692877764652665,0,0
2,0,0,1,1.4839695018025998,0,0
2,0,0,2,1.4486324348151554,0,0
2,1,0,2,0.9185764300034891,0,0
2,0,0,0,1.9315723503102293,0,0
2,1,0,2,0.8361232736994522,0,0
2,0,1,2,1.0858385470773928,0,0
2,1,0,1,1.6135387474232294,1,1
2,0,1,1,0.11289130268975624,0,0
2,1,0,0,-0.6362545174440656,0,0
2,1,1,1,0.9727599327175706,0,0
2,0,0,2,1.0128086086366743,0,0
2,1,0,0,1.6135387474232294,1,1
2,1,1,2,0.40736686091845975,1,1
2,0,1,0,0.24952796170787467,0,0
2,0,1,2,1.0669921113507557,0,0
2,1,0,0,1.001029586307526,0,0
2,0,0,2,1.7195499483855627,0,0
2,1,0,0,0.08226584463397107,0,0
2,0,0,2,1.6017597250940814,0,0
2,0,0,0,1.589980702764933,0,0
2,1,0,1,2.17893181922234,1,1
2,1,0,0,0.22361411258374878,0,0
2,0,0,2,1.7077709260564147,0,0
2,0,0,2,-0.6951496290898063,1,1
2,1,0,2,0.6712169610913782,0,0
2,1,1,0,0.5840521958556819,1,1
2,0,0,2,1.1070407872698593,0,0
2,1,0,2,1.0952617649407113,0,0
2,0,1,2,1.4439208258834961,1,1
2,1,0,2,0.9421344746617853,0,0
2,0,0,0,0.6476589164330818,0,0
2,0,0,2,1.2955051445362296,0,0
2,1,0,1,0.21183509025460062,0,0
2,1,0,2,0.023370732988230367,0,0
2,1,0,1,1.1188198095990074,1,1
2,0,0,2,1.4839695018025998,0,0
2,1,0,0,1.7666660377021552,1,1
2,1,0,0,1.6488758144106739,0,0
2,0,0,2,1.5075275464608962,0,0
2,1,1,2,-0.7587563496672062,0,0
2,0,0,2,0.9656925193200817,0,0
2,0,1,1,0.10817969375809698,0,0
2,1,0,0,2.0375835512725624,0,0
2,0,0,0,0.9185764300034891,0,0
2,0,1,2,-0.7163518692822729,1,1
2,0,0,1,0.7890071843828595,1,1
2,1,1,2,0.6311682851722744,0,0
2,1,0,2,-0.23576775825302873,0,0
2,0,1,0,1.3968047365669036,0,0
2,1,0,2,1.1894939435738963,1,1
2,1,0,0,0.7183330504079707,0,0
2,0,0,2,0.5180896708124523,0,0
2,0,1,0,0.9374228657301261,1,1
2,1,0,2,1.0834827426115632,0,0
2,0,0,2,0.9185764300034891,0,0
2,1,1,2,0.7842955754512003,1,1
2,0,0,2,0.16471900093800806,0,0
2,0,0,1,2.226047908538933,0,0
2,0,0,1,0.21183509025460062,1,1
2,1,0,2,1.1659358989156001,0,0
2,0,0,2,-0.49490624949428785,0,0
2,0,0,2,0.8596813183577484,0,0
2,1,0,0,1.0363666532949705,0,0
2,1,0,0,2.096478662918303,0,0
2,0,0,1,2.3673961764887106,1,1
2,1,0,2,0.824344251370304,0,0
2,1,0,0,0.1764980232671562,0,0
2,1,0,2,1.8020031046895997,1,1
2,1,1,2,0.013947515124911852,0,0
2,1,1,1,0.6429473075014226,0,0
2,0,1,2,1.4156511722935408,1,1
2,1,1,2,1.5216623732558738,0,0
2,1,0,2,-0.04730340098665848,0,0
2,0,1,0,0.11995871608724512,1,1
2,1,0,2,1.1070407872698593,0,0
2,1,0,1,2.2024898638806367,0,0
2,0,0,2,1.1188198095990074,0,0
2,1,0,2,0.7301120727371189,0,0
2,0,0,0,1.2601680775487851,0,0
2,0,0,1,1.1188198095990074,1,1
2,1,0,0,1.6488758144106739,0,0
2,1,0,0,0.3649623805335265,0,0
2,0,0,2,1.7077709260564147,0,0
2,0,1,2,0.7089098325446522,1,1
2,0,0,2,0.8479022960286002,1,1
2,0,0,2,1.1423778542573038,0,0
2,0,0,2,0.30606726888778574,0,0
2,1,0,2,0.9656925193200817,0,0
2,0,1,2,1.5970481161624221,1,1
2,0,1,1,0.7678049441903929,0,0
2,1,0,1,0.8714603406868966,0,0
2,0,0,2,0.6712169610913782,0,0
2,0,0,0,0.10582388929226735,0,0
2,0,0,0,1.5546436357774887,0,0
2,0,1,0,0.2895766376269784,1,1
2,0,0,2,0.2000560679254525,0,0
2,0,0,0,1.2719470998779334,0,0
2,1,0,2,0.22361411258374878,1,1
2,1,0,2,1.4839695018025998,0,0
2,0,0,2,1.0128086086366743,0,0
2,1,0,2,1.1659358989156001,0,0
2,1,1,2,0.8667487317552373,1,1
2,1,0,1,1.8726772386644885,0,0
2,0,0,0,0.65943793876223,0,0
2,0,0,0,1.6724338590689702,0,0
2,1,1,2,1.4038721499643925,1,1
2,0,0,2,0.7301120727371189,0,0
2,0,0,0,0.5180896708124523,0,0
2,1,1,1,0.6429473075014226,0,0
2,0,0,2,-0.37711602620280643,1,1
2,0,1,0,0.9091532121401706,1,1
2,0,0,2,1.4486324348151554,0,0
2,0,0,2,-0.14153557961984362,0,0
2,1,0,2,-0.8247188747104358,0,0
2,1,0,0,0.6476589164330818,0,0
2,1,0,0,1.7077709260564147,0,0
2,1,0,0,2.17893181922234,0,0
2,0,1,2,0.4262132966450968,1,1
2,1,0,2,-0.04730340098665848,0,0
2,1,0,2,0.08226584463397107,1,1
2,1,0,2,1.8020031046895997,0,0
2,1,0,2,2.402733243476155,0,0
2,1,1,1,1.255456468617126,0,0
2,0,0,0,1.9315723503102293,0,0
2,0,0,0,1.2601680775487851,0,0
2,0,0,0,1.0128086086366743,0,0
2,0,0,2,0.9539134969909335,0,0
2,1,0,2,-0.6951496290898063,1,1
2,0,0,2,1.6959919037272664,0,0
2,0,0,0,0.8832393630160447,0,0
2,1,0,0,0.9539134969909335,0,0
2,0,0,0,-0.43601113784854717,0,0
2,0,0,2,1.1541568765864518,0,0
2,0,0,2,1.9786884396268218,1,1
2,1,1,1,0.7254004638054596,0,0
2,1,0,2,1.896235283322785,0,0
2,1,0,0,0.824344251370304,0,0
2,0,0,0,0.3649623805335265,0,0
2,1,0,2,1.1659358989156001,0,0
2,1,0,2,0.24717215724204505,1,1
2,0,0,2,2.2024898638806367,0,0
2,1,0,0,1.4015163454985629,0,0
2,1,0,2,0.04692877764652665,0,0
2,1,0,2,0.2825092242294895,1,1
2,0,0,0,1.0363666532949705,0,0
2,1,0,2,0.6358798941039338,1,1
2,1,0,2,0.824344251370304,0,0
2,0,0,0,0.6241008717747856,0,0
2,0,0,2,1.6488758144106739,0,0
2,1,0,2,0.24717215724204505,1,1
2,1,0,0,1.9551303949685255,0,0
2,1,0,2,1.566422658106637,0,0
2,0,0,2,1.001029586307526,1,1
2,0,0,0,1.9433513726393774,0,0
2,0,0,2,1.6370967920815258,1,1
